000000.png	[[1.4576, 1.6073, 3.8146, -6.0799, 1.9278, 34.6102, 1.6327], [1.4886, 1.6074, 3.9459, 6.6256, 1.7935, 30.6765, -1.5127], [1.4448, 1.5751, 3.7199, -10.627, 2.2202, 23.0669, -1.4898]]	[[array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])], [array([0.]), array([0.]), array([0.])]]
000019.png	[[1.4637736842105264, 1.622671052631579, 3.944, -5.9011023763273185, 1.8952711599404812, 40.07389252129158, 1.6227342105263158], [1.4544737704918034, 1.5918651639344263, 3.894132786885246, -11.316010747596735, 2.2444556959868303, 17.74169803008524, -1.570619262295082]]	[[array([0.142]), array([-0.014]), array([2.226])], [array([0.03]), array([0.006]), array([3.503])]]
000020.png	[[1.4712787234042553, 1.547872340425532, 3.710668085106383, -18.0698647071799, 2.671595710677235, 59.59179319161477, 1.6549468085106382], [1.5006042253521126, 1.5988100156494522, 3.8980068857589982, -11.350017764635442, 2.3084392249921564, 19.329543050796207, -1.5656003129890455]]	[[array([-0.]), array([-0.075]), array([-1.973])], [array([0.029]), array([0.015]), array([3.483])]]
000021.png	[[1.4736314285714287, 1.5718114285714286, 3.9269514285714284, -10.50360769368682, 2.2404360014876454, 53.95027125777084, 1.6044628571428572], [1.4712787234042553, 1.547872340425532, 3.710668085106383, -18.231130045935213, 2.617666072762433, 55.7517140704571, 1.6549468085106382], [1.4796496712492528, 1.5871844590555888, 3.843490496114764, -11.363168289481614, 2.293626990013385, 20.913457776115298, -1.5568237895995218]]	[[array([0.246]), array([-0.128]), array([3.094])], [array([-0.]), array([-0.075]), array([-1.973])], [array([0.034]), array([0.007]), array([3.472])]]
000022.png	[[1.4781021505376344, 1.5785397849462366, 4.072854838709677, -10.617015959370903, 2.2612920438162907, 55.69406332753765, 1.5874602150537633], [1.4812876712328766, 1.5816317351598175, 3.6602485388127857, -11.400950995700473, 2.275679547046784, 22.35889064234519, -1.5593430365296803]]	[[array([0.17]), array([-0.01]), array([3.446])], [array([0.038]), array([0.009]), array([3.475])]]
000023.png	[[1.4781021505376344, 1.5785397849462366, 4.072854838709677, -10.703131444060126, 2.1655377225013956, 57.08785307349224, 1.5874602150537633], [1.476412819394785, 1.575802598761664, 3.735495125141711, -11.4526437303801, 2.2806639519845806, 23.930335110703368, -1.547573785645766]]	[[array([0.17]), array([-0.01]), array([3.446])], [array([0.042]), array([0.014]), array([3.5])]]
000024.png	[[1.4681850438026716, 1.5882852803037875, 3.7730746077745576, -11.491154862843999, 2.2838653674010807, 25.53958703956295, -1.546971952966257]]	[[array([0.046]), array([0.019]), array([3.497])]]
000025.png	[[1.4355620922184336, 1.607082611074355, 3.9601073884167133, -11.56831939859492, 2.3089896522437834, 27.17063215335843, -1.5435282966054253]]	[[array([0.045]), array([0.024]), array([3.499])]]
000026.png	[[1.4166736804249467, 1.5891085689153266, 3.834023888184208, -11.669187217854557, 2.3478771327673003, 28.562882993934856, -1.5531521385839324]]	[[array([0.044]), array([0.031]), array([3.471])]]
000027.png	[[1.4241681580828098, 1.58057440398734, 3.830239117142035, -11.76903245106952, 2.3378861528164676, 30.047724343754638, -1.55491221373479]]	[[array([0.044]), array([0.025]), array([3.483])]]
000028.png	[[1.4676276595744682, 1.6003446808510637, 3.8601085106382977, 3.976587905021343, 1.7644910347385028, 27.292076902733136, -1.1616106382978721], [1.4392678667959966, 1.5691565944008146, 3.67916743456225, -11.850786705531737, 2.4643415692122406, 31.570459770110897, -1.5542866312427854]]	[[array([0.307]), array([-0.015]), array([-0.183])], [array([0.045]), array([0.035]), array([3.475])]]
000029.png	[[1.4676276595744682, 1.6003446808510637, 3.8601085106382977, 4.18115682503325, 1.7833851072825366, 25.2709653628481, -1.1616106382978721], [1.4732795955896791, 1.5791955711542196, 3.7535370499566807, -11.925409704893765, 2.5631206363370245, 33.05390552156816, -1.5642452408080623]]	[[array([0.307]), array([-0.015]), array([-0.183])], [array([0.046]), array([0.04]), array([3.465])]]
000030.png	[[1.5806942857142858, 1.6430942857142856, 3.926354285714286, -28.92328293157933, 3.1458854398525187, 61.64127040901588, 1.596306262556792], [1.4428849339622574, 1.5871709467863233, 3.668781691966488, -12.085751640485203, 2.544847683695608, 34.38776364551295, -1.5540197196366194]]	[[array([-0.105]), array([0.015]), array([-2.365])], [array([0.038]), array([0.031]), array([3.46])]]
000031.png	[[1.5545043010752688, 1.662368817204301, 4.1134795698924735, -29.21072013636995, 2.972253114098075, 57.4754150825735, 1.6039109590267497], [1.4428849339622574, 1.5871709467863233, 3.668781691966488, -12.156835945100458, 2.5604195254830318, 35.95645565371384, -1.5540197196366194]]	[[array([-0.114]), array([-0.067]), array([-2.296])], [array([0.038]), array([0.031]), array([3.46])]]
000032.png	[[1.4619114285714285, 1.5912114285714287, 3.7272485714285715, -27.33619591295128, 3.2133058052488397, 31.86509402710855, 1.5764914285714287], [1.6152729508196721, 1.6857188524590163, 4.2333639344262295, -29.506750794554833, 3.1046300049327455, 53.16078369675077, 1.599819750776589], [1.435442685832758, 1.6115051582936368, 3.750562507929743, -12.215060105503813, 2.6497006018826577, 37.53628989143105, -1.571950898957713]]	[[array([-0.045]), array([0.005]), array([-2.013])], [array([-0.121]), array([0.015]), array([-2.322])], [array([0.04]), array([0.038]), array([3.462])]]
000033.png	[[1.4619114285714285, 1.5912114285714287, 3.7272485714285715, -27.479803743128084, 3.1701590762751217, 27.714437254977888, 1.5764914285714287], [1.6389031298904537, 1.6861399061032862, 4.252425352112676, -29.720960989878062, 3.152981681416861, 48.67103153034662, 1.6114288250226725], [1.420480653114939, 1.5528376438956684, 3.4430260886451007, -12.296479706292644, 2.6315468208146475, 38.84273304577158, -1.5734375036057966]]	[[array([-0.045]), array([0.005]), array([-2.013])], [array([-0.102]), array([0.046]), array([-2.328])], [array([0.041]), array([0.04]), array([3.456])]]
000034.png	[[1.611706933652122, 1.713309503885236, 4.491286551105797, -29.9606965942179, 3.11733210045791, 44.43394287923488, 1.61567556436909], [1.4272526352952395, 1.5784898318353144, 3.552410010351934, -12.42034176794007, 2.7301719599939314, 40.47654453529346, -1.6160827648248166]]	[[array([-0.095]), array([0.035]), array([-2.313])], [array([0.04]), array([0.05]), array([3.465])]]
000035.png	[[1.707312899543379, 1.7259115753424656, 4.432334178082192, -30.181046582890545, 3.137643578600337, 39.964985514842084, 1.5975821961619836], [1.4572717584273285, 1.5916669129393377, 3.793992040129337, -12.494022809370305, 2.607637559785899, 41.90976252014904, 1.5697774278430223]]	[[array([-0.086]), array([0.027]), array([-2.342])], [array([0.047]), array([0.033]), array([3.455])]]
000036.png	[[1.7651529432283946, 1.712802092962414, 4.123913909479375, -30.40300730944244, 3.1350636861289423, 35.57154935541954, 1.5821423405589508], [1.4630991628528194, 1.5555297027733335, 3.7515348867396754, -12.582892610693078, 2.478912695710893, 43.330529420687064, 1.5471696633683254]]	[[array([-0.077]), array([0.014]), array([-2.313])], [array([0.056]), array([0.013]), array([3.465])]]
000037.png	[[1.7651529432283946, 1.712802092962414, 4.123913909479375, -30.632643545647415, 3.1261096511560384, 31.23409441470434, 1.5821423405589508], [1.462110815198666, 1.5759066868079934, 3.8500908095040813, -12.766038650871648, 2.490110229098429, 44.86063672580731, 1.579820959129731]]	[[array([-0.077]), array([0.014]), array([-2.313])], [array([0.053]), array([0.014]), array([3.466])]]
000038.png	[[1.4722399043894874, 1.6197212328674309, 3.97252921534177, -12.97640363885576, 2.4834833123406033, 46.32135086446758, 1.565036970084997]]	[[array([0.052]), array([0.019]), array([3.479])]]
000039.png	[[1.515477631257583, 1.6245905798624936, 3.8766540656056745, -13.137679567742754, 2.8595393755622824, 47.71176504983994, -1.5334442902947432]]	[[array([0.054]), array([0.055]), array([3.466])]]
000040.png	[[1.5019565110942532, 1.6293552637005893, 4.098185843609422, -13.365714873149368, 2.8120253715176733, 49.280137189641444, 1.5944599215251187]]	[[array([0.048]), array([0.043]), array([3.472])]]
000041.png	[[1.492465665243018, 1.614673703250175, 4.0699504393161305, -13.523007323971765, 2.7599773936648497, 50.691276446466105, 1.5784158075989245]]	[[array([0.049]), array([0.031]), array([3.48])]]
000042.png	[[1.4936611498693053, 1.641512630666238, 4.1240590435574545, -13.70538760918241, 2.8390489074860703, 52.17850838355291, 1.5753776714184684]]	[[array([0.046]), array([0.03]), array([3.477])]]
000043.png	[[1.4823751385752453, 1.606153280325031, 3.9767450530977095, -13.806709513565975, 2.897664800911025, 53.301535682219146, 1.5949213452873048]]	[[array([0.053]), array([0.028]), array([3.46])]]
000044.png	[[1.4823751385752453, 1.606153280325031, 3.9767450530977095, -13.989800331177248, 2.900204561764737, 54.78748143031075, 1.5949213452873048]]	[[array([0.053]), array([0.028]), array([3.46])]]
000045.png	[]	[]
000046.png	[]	[]
000047.png	[]	[]
000048.png	[[1.5899342105263157, 1.6601526315789472, 4.16, -5.803672635965493, 1.7015285863029157, 41.08486034091666, 1.6203684210526317]]	[[array([0.037]), array([0.041]), array([-0.108])]]
000049.png	[[1.5261643564356435, 1.6579366336633663, 4.2214405940594055, -6.0981605753958785, 1.7288333233525446, 39.156664270894915, 1.6405356435643565]]	[[array([-0.004]), array([0.033]), array([-0.041])]]
000050.png	[[1.5630090566037735, 1.6551909433962264, 4.106182264150943, -6.3177074464411875, 1.7273458241513924, 37.00603094560325, 1.6048667924528301]]	[[array([0.009]), array([0.076]), array([-0.02])]]
000051.png	[[1.5630090566037735, 1.6551909433962264, 4.106182264150943, -6.536462373908433, 1.6806297320151689, 35.00088302645621, 1.6048667924528301]]	[[array([0.009]), array([0.076]), array([-0.02])]]
000052.png	[]	[]
000053.png	[]	[]
000054.png	[]	[]
000055.png	[]	[]
000056.png	[]	[]
000057.png	[]	[]
000058.png	[]	[]
000059.png	[]	[]
000060.png	[]	[]
000061.png	[]	[]
000062.png	[]	[]
000063.png	[]	[]
000064.png	[]	[]
000065.png	[]	[]
000066.png	[]	[]
000067.png	[]	[]
000068.png	[]	[]
000069.png	[]	[]
000070.png	[]	[]
000071.png	[]	[]
000072.png	[]	[]
000073.png	[]	[]
000074.png	[]	[]
000075.png	[]	[]
000076.png	[]	[]
000077.png	[]	[]
000078.png	[]	[]
000079.png	[]	[]
000080.png	[]	[]
000081.png	[]	[]
000082.png	[]	[]
000083.png	[]	[]
000084.png	[]	[]
000085.png	[]	[]
000086.png	[]	[]
000087.png	[]	[]
000088.png	[]	[]
000089.png	[]	[]
000090.png	[]	[]
000091.png	[]	[]
000092.png	[]	[]
000093.png	[]	[]
000094.png	[]	[]
000095.png	[]	[]
000096.png	[]	[]
000097.png	[]	[]
000098.png	[]	[]
000099.png	[]	[]
000100.png	[[1.529077142857143, 1.62422, 3.8685428571428573, -3.0034291102317017, 1.6543790564733332, 48.11759440772799, -1.6215117669450718]]	[[array([-0.003]), array([-0.206]), array([-0.066])]]
000101.png	[[1.529077142857143, 1.62422, 3.8685428571428573, -3.283210311828324, 1.4831681300865251, 46.07059973253185, -1.6215117669450718]]	[[array([-0.003]), array([-0.206]), array([-0.066])]]
000102.png	[]	[]
000103.png	[]	[]
000104.png	[]	[]
000105.png	[[1.555742857142857, 1.6307485714285714, 4.0147514285714285, -3.9741464337269434, 1.9159108490435797, 37.7307188875307, 1.5536948339853636]]	[[array([0.102]), array([0.241]), array([-0.367])]]
000106.png	[[1.653879569892473, 1.6801741935483872, 4.189093548387096, -4.113830749850204, 2.034884188791696, 35.85361110082431, 1.5691023568762121]]	[[array([0.083]), array([0.204]), array([-0.03])]]
000107.png	[[1.653879569892473, 1.6801741935483872, 4.189093548387096, -4.221998996620208, 2.3720542657568293, 33.64747685726276, 1.5691023568762121]]	[[array([0.083]), array([0.204]), array([-0.03])]]
000108.png	[]	[]
000109.png	[]	[]
000110.png	[[1.531268085106383, 1.6173, 3.9526212765957447, -6.5276780881072565, 1.8056506887761266, 34.22796724140108, -1.5708110465848453]]	[[array([-0.201]), array([-0.091]), array([-0.068])]]
000111.png	[[1.531268085106383, 1.6173, 3.9526212765957447, -6.8310987330253985, 1.6729747849782606, 31.995527463231497, -1.5708110465848453]]	[[array([-0.201]), array([-0.091]), array([-0.068])]]
000112.png	[]	[]
000113.png	[]	[]
000114.png	[]	[]
000115.png	[]	[]
000116.png	[]	[]
000117.png	[]	[]
000118.png	[[1.4795800000000001, 1.606097142857143, 3.9710542857142856, -23.757059991689488, 2.9326698949464167, 43.51974277068898, 1.48716]]	[[array([-0.052]), array([-0.175]), array([0.004])]]
000119.png	[[1.4795800000000001, 1.606097142857143, 3.9710542857142856, -23.91719494882059, 2.9340594323886093, 41.50601645376918, 1.48716]]	[[array([-0.052]), array([-0.175]), array([0.004])]]
000120.png	[[1.4686234375, 1.6037015625, 3.9253140625, -24.123481047836524, 2.55613842939691, 39.28832471904584, 1.417875]]	[[array([-0.064]), array([-0.297]), array([0.004])]]
000121.png	[[1.5443257142857143, 1.6466542857142856, 4.177631428571429, -22.422748806834353, 2.271757602687851, 28.279067269550616, 1.534697142857143], [1.4686234375, 1.6037015625, 3.9253140625, -24.288062600088384, 2.3739607950933483, 37.27850645713317, 1.417875]]	[[array([0.072]), array([-0.26]), array([-0.005])], [array([-0.064]), array([-0.297]), array([0.004])]]
000122.png	[[1.5443257142857143, 1.6466542857142856, 4.177631428571429, -22.419804898204998, 2.020023443592355, 26.077496985611166, 1.534697142857143], [1.4764350104821804, 1.602456603773585, 3.9037930817610063, -24.264944767106496, 2.362203110418996, 35.10468809827743, 1.4963268343815512]]	[[array([0.072]), array([-0.26]), array([-0.005])], [array([-0.025]), array([-0.237]), array([0.009])]]
000123.png	[[1.4764350104821804, 1.602456603773585, 3.9037930817610063, -24.36699958218274, 2.100213363528423, 33.11544234194476, 1.4963268343815512]]	[[array([-0.025]), array([-0.237]), array([0.009])]]
000124.png	[[1.4619885393258427, 1.564642808988764, 3.6417341011235953, -24.55195081397264, 2.2527674916113316, 30.984056291732276, 1.222823595505618]]	[[array([-0.039]), array([-0.179]), array([-0.013])]]
000125.png	[[1.4619885393258427, 1.564642808988764, 3.6417341011235953, -24.67140514656828, 2.1744870802543312, 28.76168370270592, 1.222823595505618]]	[[array([-0.039]), array([-0.179]), array([-0.013])]]
000126.png	[]	[]
000127.png	[]	[]
000128.png	[]	[]
000129.png	[]	[]
000130.png	[]	[]
000131.png	[]	[]
000132.png	[]	[]
000133.png	[]	[]
000134.png	[]	[]
000135.png	[]	[]
000136.png	[]	[]
000137.png	[]	[]
000138.png	[]	[]
000139.png	[]	[]
000140.png	[]	[]
000141.png	[]	[]
000142.png	[]	[]
000143.png	[]	[]
000144.png	[]	[]
000145.png	[]	[]
000146.png	[]	[]
000147.png	[]	[]
000148.png	[]	[]
000149.png	[]	[]
000150.png	[]	[]
000151.png	[]	[]
000152.png	[]	[]
000153.png	[]	[]
000154.png	[]	[]
000155.png	[]	[]
000156.png	[]	[]
000157.png	[]	[]
000158.png	[]	[]
000159.png	[]	[]
000160.png	[]	[]
000161.png	[]	[]
000162.png	[]	[]
000163.png	[]	[]
000164.png	[]	[]
000165.png	[]	[]
000166.png	[]	[]
000167.png	[]	[]
000168.png	[]	[]
000169.png	[]	[]
000170.png	[]	[]
000171.png	[]	[]
000172.png	[]	[]
000173.png	[]	[]
000174.png	[]	[]
000175.png	[]	[]
000176.png	[]	[]
000177.png	[]	[]
000178.png	[]	[]
000179.png	[]	[]
000180.png	[]	[]
000181.png	[]	[]
000182.png	[]	[]
000183.png	[[1.5691684210526315, 1.6059447368421051, 3.83585, -11.949884867786297, 0.43507828267088616, 47.01951983675423, 1.5373527499122976]]	[[array([0.272]), array([-0.032]), array([0.361])]]
000184.png	[[1.5691684210526315, 1.6059447368421051, 3.83585, -11.133042365017387, 0.3663725098927341, 45.568564632204094, 1.5373527499122976]]	[[array([0.272]), array([-0.032]), array([0.361])]]
000185.png	[]	[]
000186.png	[]	[]
000187.png	[]	[]
000188.png	[]	[]
000189.png	[]	[]
000190.png	[]	[]
000191.png	[]	[]
000192.png	[[1.4616142857142858, 1.5925914285714284, 3.6250142857142857, -15.126543564988337, 1.8283448467022874, 64.44137578558247, 1.6209571428571428]]	[[array([0.062]), array([-0.264]), array([-0.15])]]
000193.png	[[1.4616142857142858, 1.5925914285714284, 3.6250142857142857, -14.369210480119394, 1.6642412453500017, 62.50156649684462, 1.6209571428571428]]	[[array([0.062]), array([-0.264]), array([-0.15])]]
000194.png	[]	[]
000195.png	[]	[]
000196.png	[]	[]
000197.png	[]	[]
000198.png	[]	[]
000199.png	[]	[]
000200.png	[]	[]
000201.png	[]	[]
000202.png	[]	[]
000203.png	[]	[]
000204.png	[]	[]
000205.png	[]	[]
000206.png	[]	[]
000207.png	[]	[]
000208.png	[]	[]
000209.png	[]	[]
000210.png	[]	[]
000211.png	[]	[]
000212.png	[]	[]
000213.png	[]	[]
000214.png	[]	[]
000215.png	[]	[]
000216.png	[]	[]
000217.png	[]	[]
000218.png	[]	[]
000219.png	[]	[]
000220.png	[]	[]
000221.png	[]	[]
000222.png	[]	[]
000223.png	[]	[]
000224.png	[]	[]
000225.png	[[1.4728514285714285, 1.6037257142857142, 3.8856914285714286, 6.190992692619295, 1.0546587155664258, 50.68139940975905, -1.17892]]	[[array([0.035]), array([-0.054]), array([0.184])]]
000226.png	[[1.4728514285714285, 1.6037257142857142, 3.8856914285714286, 6.339189880012413, 1.1443392377528063, 49.08153668671119, -1.17892]]	[[array([0.035]), array([-0.054]), array([0.184])]]
000227.png	[]	[]
000228.png	[]	[]
000229.png	[]	[]
000230.png	[]	[]
000231.png	[]	[]
000232.png	[]	[]
000233.png	[]	[]
000234.png	[]	[]
000235.png	[]	[]
000236.png	[]	[]
000237.png	[]	[]
000238.png	[]	[]
000239.png	[]	[]
000240.png	[]	[]
000241.png	[]	[]
000242.png	[]	[]
000243.png	[]	[]
000244.png	[]	[]
000245.png	[]	[]
000246.png	[]	[]
000247.png	[]	[]
000248.png	[]	[]
000249.png	[]	[]
000250.png	[]	[]
000251.png	[]	[]
000252.png	[]	[]
000253.png	[]	[]
000254.png	[]	[]
000255.png	[]	[]
000256.png	[]	[]
000257.png	[]	[]
000258.png	[]	[]
000259.png	[]	[]
000260.png	[]	[]
000261.png	[]	[]
000262.png	[]	[]
000263.png	[]	[]
000264.png	[]	[]
000265.png	[]	[]
000266.png	[]	[]
000267.png	[]	[]
000268.png	[]	[]
000269.png	[]	[]
000270.png	[]	[]
000271.png	[]	[]
000272.png	[]	[]
000273.png	[]	[]
000274.png	[]	[]
000275.png	[]	[]
000276.png	[]	[]
000277.png	[[1.5127315789473683, 1.6279473684210526, 3.9926605263157895, -8.88389879777517, 2.1380152845030524, 44.47846912960085, 1.6128894736842105]]	[[array([0.044]), array([0.068]), array([0.141])]]
000278.png	[[1.4888217821782177, 1.6136960396039604, 3.89749900990099, -9.147786854511057, 2.0929127219564045, 42.798048151768775, 1.6096524752475247]]	[[array([0.029]), array([-0.03]), array([0.054])]]
000279.png	[[1.4687569811320753, 1.6253950943396227, 3.9616143396226415, -9.455875197443318, 2.027675347646854, 40.31487765255959, -1.5377326717455437]]	[[array([0.002]), array([-0.073]), array([-0.239])]]
000280.png	[[1.4731106628242074, 1.6213801152737752, 3.968034293948127, -9.835874999932923, 1.9939934664696004, 39.17847836702699, 1.6584678605024872]]	[[array([-0.029]), array([-0.061]), array([-0.008])]]
000281.png	[[1.4731106628242074, 1.6213801152737752, 3.968034293948127, -10.10437242998764, 1.810551074597498, 37.51340596460244, 1.6584678605024872]]	[[array([-0.029]), array([-0.061]), array([-0.008])]]
000282.png	[[1.461742174432497, 1.6065603743528474, 3.8499153325368383, -10.251930619110995, 2.0125688957915533, 35.64831637920698, 1.627230902106223]]	[[array([-0.007]), array([-0.001]), array([-0.011])]]
000283.png	[[1.461742174432497, 1.6065603743528474, 3.8499153325368383, -10.465975926214785, 2.018643023093207, 33.94750766015214, 1.627230902106223]]	[[array([-0.007]), array([-0.001]), array([-0.011])]]
000284.png	[[1.4718052513368984, 1.6361396898395721, 4.087989090909091, -10.697278544802874, 2.1356246991299583, 35.819571855948716, 1.5580868551003983]]	[[array([-0.01]), array([0.011]), array([0.509])]]
000285.png	[[1.4718052513368984, 1.6361396898395721, 4.087989090909091, -10.885905231587452, 2.135566354879946, 34.61438571363273, 1.5580868551003983]]	[[array([-0.01]), array([0.011]), array([0.509])]]
000286.png	[]	[]
000287.png	[]	[]
000288.png	[]	[]
000289.png	[]	[]
000290.png	[]	[]
000291.png	[]	[]
000292.png	[]	[]
000293.png	[]	[]
000294.png	[]	[]
000295.png	[]	[]
000296.png	[]	[]
000297.png	[]	[]
000298.png	[]	[]
000299.png	[]	[]
000300.png	[]	[]
000301.png	[]	[]
000302.png	[]	[]
000303.png	[]	[]
000304.png	[]	[]
000305.png	[]	[]
000306.png	[]	[]
000307.png	[]	[]
000308.png	[]	[]
000309.png	[]	[]
000310.png	[]	[]
000311.png	[]	[]
000312.png	[]	[]
000313.png	[]	[]
000314.png	[]	[]
000315.png	[]	[]
000316.png	[]	[]
000317.png	[]	[]
000318.png	[]	[]
000319.png	[]	[]
000320.png	[]	[]
000321.png	[]	[]
000322.png	[]	[]
000323.png	[]	[]
000324.png	[]	[]
000325.png	[]	[]
000326.png	[]	[]
000327.png	[]	[]
000328.png	[]	[]
000329.png	[]	[]
000330.png	[]	[]
